Region,Fecha,Suma de Casos Acumulados,Suma de Casos Diarios,Suma de Muertes,Suma de Casos Activos,Suma de Recuperados,Suma de Recuperados Diarios,Suma de Fallecidos Diarios,FechaNumber,Fecha Final
Antofagasta,11-jun,4221,194,114,1974,2133,74.0,1.0,11-06-2020,2020-06-11 00:00:00.000
Antofagasta,12-jun,4353,132,122,1987,2244,111.0,8.0,12-06-2020,2020-06-12 00:00:00.000
Antofagasta,13-jun,4506,153,124,2068,2314,70.0,2.0,13-06-2020,2020-06-13 00:00:00.000
Antofagasta,14-jun,4754,248,129,2200,2425,111.0,5.0,14-06-2020,2020-06-14 00:00:00.000
Antofagasta,15-jun,5024,270,129,2389,2506,81.0,0.0,15-06-2020,2020-06-15 00:00:00.000
Antofagasta,16-jun,5111,87,129,2401,2581,75.0,0.0,16-06-2020,2020-06-16 00:00:00.000
Antofagasta,17-jun,5237,126,129,2463,2645,64.0,0.0,17-06-2020,2020-06-17 00:00:00.000
Antofagasta,18-jun,5524,287,129,2683,2712,67.0,0.0,18-06-2020,2020-06-18 00:00:00.000
Antofagasta,19-jun,5824,300,129,2837,2858,146.0,0.0,19-06-2020,2020-06-19 00:00:00.000
Antofagasta,20-jun,6211,387,131,3160,2920,62.0,2.0,20-06-2020,2020-06-20 00:00:00.000
Antofagasta,21-jun,6457,246,136,3292,3029,109.0,5.0,21-06-2020,2020-06-21 00:00:00.000
Antofagasta,22-jun,6704,247,136,3418,3150,121.0,0.0,22-06-2020,2020-06-22 00:00:00.000
Antofagasta,23-jun,6987,283,136,3610,3241,91.0,0.0,23-06-2020,2020-06-23 00:00:00.000
Antofagasta,24-jun,7223,236,149,3676,3398,157.0,13.0,24-06-2020,2020-06-24 00:00:00.000
Antofagasta,25-jun,7511,288,158,3326,4027,629.0,9.0,25-06-2020,2020-06-25 00:00:00.000
Antofagasta,26-jun,7738,227,164,3353,4221,194.0,6.0,26-06-2020,2020-06-26 00:00:00.000
Antofagasta,27-jun,8023,285,178,3492,4353,132.0,14.0,27-06-2020,2020-06-27 00:00:00.000
Antofagasta,28-jun,8304,281,183,3615,4506,153.0,5.0,28-06-2020,2020-06-28 00:00:00.000
Antofagasta,29-jun,8621,317,183,3684,4754,248.0,0.0,29-06-2020,2020-06-29 00:00:00.000
Antofagasta,30-jun,8825,204,183,3618,5024,270.0,0.0,30-06-2020,2020-06-30 00:00:00.000
Antofagasta,1-jul,9079,254,183,3785,5111,87.0,0.0,1-07-2020,2020-07-01 00:00:00.000
Antofagasta,2-jul,9281,202,199,3845,5237,126.0,16.0,2-07-2020,2020-07-02 00:00:00.000
Antofagasta,3-jul,9566,285,207,3835,5524,287.0,8.0,3-07-2020,2020-07-03 00:00:00.000
Antofagasta,4-jul,9819,253,211,3784,5824,300.0,4.0,4-07-2020,2020-07-04 00:00:00.000
Antofagasta,5-jul,10115,296,220,3684,6211,387.0,9.0,5-07-2020,2020-07-05 00:00:00.000
Antofagasta,6-jul,10351,236,220,3674,6457,246.0,0.0,6-07-2020,2020-07-06 00:00:00.000
Antofagasta,7-jul,10590,239,220,3666,6704,247.0,0.0,7-07-2020,2020-07-07 00:00:00.000
Antofagasta,8-jul,10821,231,234,3600,6987,283.0,14.0,8-07-2020,2020-07-08 00:00:00.000
Antofagasta,9-jul,11073,252,240,3610,7223,236.0,6.0,9-07-2020,2020-07-09 00:00:00.000
Antofagasta,10-jul,11263,190,253,3499,7511,288.0,13.0,10-07-2020,2020-07-10 00:00:00.000
Antofagasta,11-jul,11576,313,255,3583,7738,227.0,2.0,11-07-2020,2020-07-11 00:00:00.000
Antofagasta,12-jul,11795,219,261,3511,8023,285.0,6.0,12-07-2020,2020-07-12 00:00:00.000
Antofagasta,13-jul,12030,235,262,3464,8304,281.0,1.0,13-07-2020,2020-07-13 00:00:00.000
Antofagasta,14-jul,12220,190,265,3334,8621,317.0,3.0,14-07-2020,2020-07-14 00:00:00.000
Antofagasta,15-jul,12385,165,269,3291,8825,204.0,4.0,15-07-2020,2020-07-15 00:00:00.000
Antofagasta,16-jul,12580,195,273,3228,9079,254.0,4.0,16-07-2020,2020-07-16 00:00:00.000
Antofagasta,17-jul,12796,216,303,3212,9281,202.0,30.0,17-07-2020,2020-07-17 00:00:00.000
Antofagasta,18-jul,12984,188,306,3112,9566,285.0,3.0,18-07-2020,2020-07-18 00:00:00.000
Antofagasta,19-jul,13183,199,307,3057,9819,253.0,1.0,19-07-2020,2020-07-19 00:00:00.000
Antofagasta,20-jul,13299,116,315,2869,10115,296.0,8.0,20-07-2020,2020-07-20 00:00:00.000
Antofagasta,21-jul,13379,80,315,2713,10351,236.0,0.0,21-07-2020,2020-07-21 00:00:00.000
Antofagasta,22-jul,13552,173,317,2645,10590,239.0,2.0,22-07-2020,2020-07-22 00:00:00.000
Antofagasta,23-jul,13717,165,317,2579,10821,231.0,0.0,23-07-2020,2020-07-23 00:00:00.000
Antofagasta,24-jul,13872,155,322,2477,11073,252.0,5.0,24-07-2020,2020-07-24 00:00:00.000
Antofagasta,25-jul,14003,131,328,2412,11263,190.0,6.0,25-07-2020,2020-07-25 00:00:00.000
Antofagasta,26-jul,14158,155,340,2242,11576,313.0,12.0,26-07-2020,2020-07-26 00:00:00.000
Antofagasta,27-jul,14309,151,344,2170,11795,219.0,4.0,27-07-2020,2020-07-27 00:00:00.000
Antofagasta,28-jul,14437,128,346,2061,12030,235.0,2.0,28-07-2020,2020-07-28 00:00:00.000
Antofagasta,29-jul,14577,140,347,2010,12220,190.0,1.0,29-07-2020,2020-07-29 00:00:00.000
Antofagasta,30-jul,14665,88,353,1927,12385,165.0,6.0,30-07-2020,2020-07-30 00:00:00.000
Antofagasta,31-jul,14816,151,359,1877,12580,195.0,6.0,31-07-2020,2020-07-31 00:00:00.000
Antofagasta,1-ago,14945,129,364,1785,12796,216.0,5.0,1-08-2020,2020-08-01 00:00:00.000
Antofagasta,2-ago,15085,140,365,1736,12984,188.0,1.0,2-08-2020,2020-08-02 00:00:00.000
Antofagasta,3-ago,15239,154,370,1686,13183,199.0,5.0,3-08-2020,2020-08-03 00:00:00.000
Antofagasta,4-ago,15324,85,370,1655,13299,116.0,0.0,4-08-2020,2020-08-04 00:00:00.000
Antofagasta,5-ago,15486,162,373,1734,13379,80.0,3.0,5-08-2020,2020-08-05 00:00:00.000
Antofagasta,6-ago,15618,132,381,1685,13552,173.0,8.0,6-08-2020,2020-08-06 00:00:00.000
Antofagasta,7-ago,15746,128,386,1643,13717,165.0,5.0,7-08-2020,2020-08-07 00:00:00.000
Antofagasta,8-ago,15907,161,390,1645,13872,155.0,4.0,8-08-2020,2020-08-08 00:00:00.000
Antofagasta,9-ago,16041,134,391,1647,14003,131.0,1.0,9-08-2020,2020-08-09 00:00:00.000
Antofagasta,10-ago,16191,150,394,1639,14158,155.0,3.0,10-08-2020,2020-08-10 00:00:00.000
Antofagasta,11-ago,16276,85,399,1568,14309,151.0,5.0,11-08-2020,2020-08-11 00:00:00.000
Antofagasta,12-ago,16359,83,400,1522,14437,128.0,1.0,12-08-2020,2020-08-12 00:00:00.000
Antofagasta,13-ago,16465,106,404,1484,14577,140.0,4.0,13-08-2020,2020-08-13 00:00:00.000
Antofagasta,14-ago,16599,134,406,1528,14665,88.0,2.0,14-08-2020,2020-08-14 00:00:00.000
Antofagasta,15-ago,16701,102,411,1474,14816,151.0,5.0,15-08-2020,2020-08-15 00:00:00.000
Antofagasta,16-ago,16826,125,415,1467,14945,129.0,4.0,16-08-2020,2020-08-16 00:00:00.000
Antofagasta,17-ago,16938,112,418,1436,15085,140.0,3.0,17-08-2020,2020-08-17 00:00:00.000
Antofagasta,18-ago,17001,63,421,1343,15239,154.0,3.0,18-08-2020,2020-08-18 00:00:00.000
Antofagasta,19-ago,17075,74,421,1332,15324,85.0,0.0,19-08-2020,2020-08-19 00:00:00.000
Antofagasta,20-ago,17146,71,425,1238,15486,162.0,4.0,20-08-2020,2020-08-20 00:00:00.000
Antofagasta,21-ago,17281,135,426,1240,15618,132.0,1.0,21-08-2020,2020-08-21 00:00:00.000
Antofagasta,22-ago,17366,85,427,1194,15746,128.0,1.0,22-08-2020,2020-08-22 00:00:00.000
Antofagasta,23-ago,17439,73,429,1105,15907,161.0,2.0,23-08-2020,2020-08-23 00:00:00.000
Antofagasta,24-ago,17574,135,432,1103,16041,134.0,3.0,24-08-2020,2020-08-24 00:00:00.000
Antofagasta,25-ago,17631,57,436,1010,16191,150.0,4.0,25-08-2020,2020-08-25 00:00:00.000
Antofagasta,26-ago,17717,86,438,1009,16276,85.0,2.0,26-08-2020,2020-08-26 00:00:00.000
Antofagasta,27-ago,17818,101,442,1024,16359,83.0,4.0,27-08-2020,2020-08-27 00:00:00.000
Arica y Parinacota,3-mar,0,0,0,0,0,0.0,0.0,3-03-2020,2020-03-03 00:00:00.000
Arica y Parinacota,4-mar,0,0,0,0,0,0.0,0.0,4-03-2020,2020-03-04 00:00:00.000
Arica y Parinacota,5-mar,0,0,0,0,0,0.0,0.0,5-03-2020,2020-03-05 00:00:00.000
Arica y Parinacota,6-mar,0,0,0,0,0,0.0,0.0,6-03-2020,2020-03-06 00:00:00.000
Arica y Parinacota,7-mar,0,0,0,0,0,0.0,0.0,7-03-2020,2020-03-07 00:00:00.000
Arica y Parinacota,8-mar,0,0,0,0,0,0.0,0.0,8-03-2020,2020-03-08 00:00:00.000
Arica y Parinacota,9-mar,0,0,0,0,0,0.0,0.0,9-03-2020,2020-03-09 00:00:00.000
Arica y Parinacota,10-mar,0,0,0,0,0,0.0,0.0,10-03-2020,2020-03-10 00:00:00.000
Arica y Parinacota,11-mar,0,0,0,0,0,0.0,0.0,11-03-2020,2020-03-11 00:00:00.000
Arica y Parinacota,12-mar,0,0,0,0,0,0.0,0.0,12-03-2020,2020-03-12 00:00:00.000
Arica y Parinacota,13-mar,0,0,0,0,0,0.0,0.0,13-03-2020,2020-03-13 00:00:00.000
Arica y Parinacota,14-mar,0,0,0,0,0,0.0,0.0,14-03-2020,2020-03-14 00:00:00.000
Arica y Parinacota,15-mar,0,0,0,0,0,0.0,0.0,15-03-2020,2020-03-15 00:00:00.000
Arica y Parinacota,16-mar,0,0,0,0,0,0.0,0.0,16-03-2020,2020-03-16 00:00:00.000
Arica y Parinacota,17-mar,1,1,0,1,0,0.0,0.0,17-03-2020,2020-03-17 00:00:00.000
Arica y Parinacota,18-mar,1,0,0,1,0,0.0,0.0,18-03-2020,2020-03-18 00:00:00.000
Arica y Parinacota,19-mar,1,0,0,1,0,0.0,0.0,19-03-2020,2020-03-19 00:00:00.000
Arica y Parinacota,20-mar,1,0,0,1,0,0.0,0.0,20-03-2020,2020-03-20 00:00:00.000
Arica y Parinacota,21-mar,1,0,0,1,0,0.0,0.0,21-03-2020,2020-03-21 00:00:00.000
Arica y Parinacota,22-mar,2,1,0,2,0,0.0,0.0,22-03-2020,2020-03-22 00:00:00.000
Arica y Parinacota,23-mar,2,0,0,2,0,0.0,0.0,23-03-2020,2020-03-23 00:00:00.000
Arica y Parinacota,24-mar,2,0,0,2,0,0.0,0.0,24-03-2020,2020-03-24 00:00:00.000
Arica y Parinacota,25-mar,2,0,0,2,0,0.0,0.0,25-03-2020,2020-03-25 00:00:00.000
Arica y Parinacota,26-mar,3,1,0,3,0,0.0,0.0,26-03-2020,2020-03-26 00:00:00.000
Arica y Parinacota,27-mar,3,0,0,3,0,0.0,0.0,27-03-2020,2020-03-27 00:00:00.000
Arica y Parinacota,28-mar,3,0,0,3,0,0.0,0.0,28-03-2020,2020-03-28 00:00:00.000
Arica y Parinacota,29-mar,4,1,0,4,0,0.0,0.0,29-03-2020,2020-03-29 00:00:00.000
Arica y Parinacota,30-mar,6,2,0,6,0,0.0,0.0,30-03-2020,2020-03-30 00:00:00.000
Arica y Parinacota,31-mar,6,0,0,6,0,0.0,0.0,31-03-2020,2020-03-31 00:00:00.000
Arica y Parinacota,1-abr,6,0,0,5,1,1.0,0.0,1-04-2020,2020-04-01 00:00:00.000
Arica y Parinacota,2-abr,7,1,1,5,1,0.0,1.0,2-04-2020,2020-04-02 00:00:00.000
Arica y Parinacota,3-abr,12,5,1,10,1,0.0,0.0,3-04-2020,2020-04-03 00:00:00.000
Arica y Parinacota,4-abr,12,0,1,10,1,0.0,0.0,4-04-2020,2020-04-04 00:00:00.000
Arica y Parinacota,5-abr,28,16,1,26,1,0.0,0.0,5-04-2020,2020-04-05 00:00:00.000
Arica y Parinacota,6-abr,41,13,1,38,2,1.0,0.0,6-04-2020,2020-04-06 00:00:00.000
Arica y Parinacota,7-abr,53,12,1,50,2,0.0,0.0,7-04-2020,2020-04-07 00:00:00.000
Arica y Parinacota,8-abr,63,10,1,60,2,0.0,0.0,8-04-2020,2020-04-08 00:00:00.000
Arica y Parinacota,9-abr,75,12,1,72,2,0.0,0.0,9-04-2020,2020-04-09 00:00:00.000
Arica y Parinacota,10-abr,87,12,1,83,3,1.0,0.0,10-04-2020,2020-04-10 00:00:00.000
Arica y Parinacota,11-abr,107,20,1,103,3,0.0,0.0,11-04-2020,2020-04-11 00:00:00.000
Arica y Parinacota,12-abr,115,8,2,110,3,0.0,1.0,12-04-2020,2020-04-12 00:00:00.000
Arica y Parinacota,13-abr,115,0,2,109,4,1.0,0.0,13-04-2020,2020-04-13 00:00:00.000
Arica y Parinacota,14-abr,120,5,2,112,6,2.0,0.0,14-04-2020,2020-04-14 00:00:00.000
Arica y Parinacota,15-abr,124,4,2,116,6,0.0,0.0,15-04-2020,2020-04-15 00:00:00.000
Arica y Parinacota,16-abr,129,5,2,121,6,0.0,0.0,16-04-2020,2020-04-16 00:00:00.000
Arica y Parinacota,17-abr,134,5,3,124,7,1.0,1.0,17-04-2020,2020-04-17 00:00:00.000
Arica y Parinacota,18-abr,144,10,3,129,12,5.0,0.0,18-04-2020,2020-04-18 00:00:00.000
Arica y Parinacota,19-abr,149,5,3,134,12,0.0,0.0,19-04-2020,2020-04-19 00:00:00.000
Arica y Parinacota,20-abr,166,17,3,135,28,16.0,0.0,20-04-2020,2020-04-20 00:00:00.000
Arica y Parinacota,21-abr,170,4,3,126,41,13.0,0.0,21-04-2020,2020-04-21 00:00:00.000
Arica y Parinacota,22-abr,174,4,3,118,53,12.0,0.0,22-04-2020,2020-04-22 00:00:00.000
Arica y Parinacota,23-abr,199,25,3,133,63,10.0,0.0,23-04-2020,2020-04-23 00:00:00.000
Arica y Parinacota,24-abr,224,25,4,145,75,12.0,1.0,24-04-2020,2020-04-24 00:00:00.000
Arica y Parinacota,25-abr,240,16,4,149,87,12.0,0.0,25-04-2020,2020-04-25 00:00:00.000
Arica y Parinacota,26-abr,248,8,4,137,107,20.0,0.0,26-04-2020,2020-04-26 00:00:00.000
Arica y Parinacota,27-abr,270,22,4,151,115,8.0,0.0,27-04-2020,2020-04-27 00:00:00.000
Arica y Parinacota,28-abr,273,3,4,154,115,0.0,0.0,28-04-2020,2020-04-28 00:00:00.000
Arica y Parinacota,29-abr,277,4,4,153,120,5.0,0.0,29-04-2020,2020-04-29 00:00:00.000
Arica y Parinacota,30-abr,284,7,4,156,124,4.0,0.0,30-04-2020,2020-04-30 00:00:00.000
Arica y Parinacota,1-may,302,18,4,169,129,5.0,0.0,1-05-2020,2020-05-01 00:00:00.000
Arica y Parinacota,2-may,312,10,4,174,134,5.0,0.0,2-05-2020,2020-05-02 00:00:00.000
Arica y Parinacota,3-may,313,1,4,165,144,10.0,0.0,3-05-2020,2020-05-03 00:00:00.000
Arica y Parinacota,4-may,313,0,4,160,149,5.0,0.0,4-05-2020,2020-05-04 00:00:00.000
Arica y Parinacota,5-may,320,7,4,150,166,17.0,0.0,5-05-2020,2020-05-05 00:00:00.000
Arica y Parinacota,6-may,323,3,5,148,170,4.0,1.0,6-05-2020,2020-05-06 00:00:00.000
Arica y Parinacota,7-may,330,7,5,151,174,4.0,0.0,7-05-2020,2020-05-07 00:00:00.000
Arica y Parinacota,8-may,332,2,5,128,199,25.0,0.0,8-05-2020,2020-05-08 00:00:00.000
Arica y Parinacota,9-may,342,10,5,113,224,25.0,0.0,9-05-2020,2020-05-09 00:00:00.000
Arica y Parinacota,10-may,345,3,5,100,240,16.0,0.0,10-05-2020,2020-05-10 00:00:00.000
Arica y Parinacota,11-may,356,11,6,102,248,8.0,1.0,11-05-2020,2020-05-11 00:00:00.000
Arica y Parinacota,12-may,356,0,6,80,270,22.0,0.0,12-05-2020,2020-05-12 00:00:00.000
Arica y Parinacota,13-may,364,8,6,85,273,3.0,0.0,13-05-2020,2020-05-13 00:00:00.000
Arica y Parinacota,14-may,368,4,6,85,277,4.0,0.0,14-05-2020,2020-05-14 00:00:00.000
Arica y Parinacota,15-may,373,5,6,83,284,7.0,0.0,15-05-2020,2020-05-15 00:00:00.000
Arica y Parinacota,16-may,382,9,6,74,302,18.0,0.0,16-05-2020,2020-05-16 00:00:00.000
Arica y Parinacota,17-may,383,1,6,65,312,10.0,0.0,17-05-2020,2020-05-17 00:00:00.000
Arica y Parinacota,18-may,403,20,6,84,313,1.0,0.0,18-05-2020,2020-05-18 00:00:00.000
Arica y Parinacota,19-may,427,24,6,108,313,0.0,0.0,19-05-2020,2020-05-19 00:00:00.000
