Region,Fecha,Suma de Casos Acumulados,Suma de Casos Diarios,Suma de Muertes,Suma de Casos Activos,Suma de Recuperados,Suma de Recuperados Diarios,Suma de Fallecidos Diarios,FechaNumber,Fecha Final
Biobío,2-jun,2079,12,39,901,1141,45.0,1.0,2-06-2020,2020-06-02 00:00:00.000
Biobío,3-jun,2212,133,39,1006,1169,28.0,0.0,3-06-2020,2020-06-03 00:00:00.000
Biobío,4-jun,2298,86,41,1037,1221,52.0,2.0,4-06-2020,2020-06-04 00:00:00.000
Biobío,5-jun,2376,78,41,1076,1260,39.0,0.0,5-06-2020,2020-06-05 00:00:00.000
Biobío,6-jun,2487,111,41,1139,1308,48.0,0.0,6-06-2020,2020-06-06 00:00:00.000
Biobío,7-jun,2592,105,41,1200,1351,43.0,0.0,7-06-2020,2020-06-07 00:00:00.000
Biobío,8-jun,2648,56,41,1196,1411,60.0,0.0,8-06-2020,2020-06-08 00:00:00.000
Biobío,9-jun,2691,43,41,1195,1455,44.0,0.0,9-06-2020,2020-06-09 00:00:00.000
Biobío,10-jun,3172,481,41,1632,1499,44.0,0.0,10-06-2020,2020-06-10 00:00:00.000
Biobío,11-jun,3300,128,42,1696,1562,63.0,1.0,11-06-2020,2020-06-11 00:00:00.000
Biobío,12-jun,3429,129,44,1711,1674,112.0,2.0,12-06-2020,2020-06-12 00:00:00.000
Biobío,13-jun,3595,166,46,1774,1775,101.0,2.0,13-06-2020,2020-06-13 00:00:00.000
Biobío,14-jun,3727,132,46,1796,1885,110.0,0.0,14-06-2020,2020-06-14 00:00:00.000
Biobío,15-jun,3786,59,46,1764,1976,91.0,0.0,15-06-2020,2020-06-15 00:00:00.000
Biobío,16-jun,3841,55,46,1728,2067,91.0,0.0,16-06-2020,2020-06-16 00:00:00.000
Biobío,17-jun,4012,171,46,1887,2079,12.0,0.0,17-06-2020,2020-06-17 00:00:00.000
Biobío,18-jun,4180,168,46,1922,2212,133.0,0.0,18-06-2020,2020-06-18 00:00:00.000
Biobío,19-jun,4398,218,46,2054,2298,86.0,0.0,19-06-2020,2020-06-19 00:00:00.000
Biobío,20-jun,4655,257,51,2228,2376,78.0,5.0,20-06-2020,2020-06-20 00:00:00.000
Biobío,21-jun,4908,253,53,2368,2487,111.0,2.0,21-06-2020,2020-06-21 00:00:00.000
Biobío,22-jun,5155,247,54,2509,2592,105.0,1.0,22-06-2020,2020-06-22 00:00:00.000
Biobío,23-jun,5325,170,54,2623,2648,56.0,0.0,23-06-2020,2020-06-23 00:00:00.000
Biobío,24-jun,5461,136,59,2711,2691,43.0,5.0,24-06-2020,2020-06-24 00:00:00.000
Biobío,25-jun,5699,238,61,2466,3172,481.0,2.0,25-06-2020,2020-06-25 00:00:00.000
Biobío,26-jun,5955,256,64,2591,3300,128.0,3.0,26-06-2020,2020-06-26 00:00:00.000
Biobío,27-jun,6136,181,65,2642,3429,129.0,1.0,27-06-2020,2020-06-27 00:00:00.000
Biobío,28-jun,6395,259,69,2731,3595,166.0,4.0,28-06-2020,2020-06-28 00:00:00.000
Biobío,29-jun,6592,197,69,2796,3727,132.0,0.0,29-06-2020,2020-06-29 00:00:00.000
Biobío,30-jun,6694,102,69,2839,3786,59.0,0.0,30-06-2020,2020-06-30 00:00:00.000
Biobío,1-jul,6842,148,69,2932,3841,55.0,0.0,1-07-2020,2020-07-01 00:00:00.000
Biobío,2-jul,6948,106,77,2859,4012,171.0,8.0,2-07-2020,2020-07-02 00:00:00.000
Biobío,3-jul,7128,180,78,2870,4180,168.0,1.0,3-07-2020,2020-07-03 00:00:00.000
Biobío,4-jul,7259,131,80,2781,4398,218.0,2.0,4-07-2020,2020-07-04 00:00:00.000
Biobío,5-jul,7453,194,83,2715,4655,257.0,3.0,5-07-2020,2020-07-05 00:00:00.000
Biobío,6-jul,7608,155,83,2617,4908,253.0,0.0,6-07-2020,2020-07-06 00:00:00.000
Biobío,7-jul,7710,102,83,2472,5155,247.0,0.0,7-07-2020,2020-07-07 00:00:00.000
Biobío,8-jul,7813,103,84,2404,5325,170.0,1.0,8-07-2020,2020-07-08 00:00:00.000
Biobío,9-jul,7977,164,86,2430,5461,136.0,2.0,9-07-2020,2020-07-09 00:00:00.000
Biobío,10-jul,8148,171,87,2362,5699,238.0,1.0,10-07-2020,2020-07-10 00:00:00.000
Biobío,11-jul,8292,144,91,2246,5955,256.0,4.0,11-07-2020,2020-07-11 00:00:00.000
Biobío,12-jul,8456,164,92,2228,6136,181.0,1.0,12-07-2020,2020-07-12 00:00:00.000
Biobío,13-jul,8586,130,92,2099,6395,259.0,0.0,13-07-2020,2020-07-13 00:00:00.000
Biobío,14-jul,8677,91,94,1991,6592,197.0,2.0,14-07-2020,2020-07-14 00:00:00.000
Biobío,15-jul,8789,112,99,1997,6694,102.0,5.0,15-07-2020,2020-07-15 00:00:00.000
Biobío,16-jul,8977,188,101,2034,6842,148.0,2.0,16-07-2020,2020-07-16 00:00:00.000
Biobío,17-jul,9133,156,110,2075,6948,106.0,9.0,17-07-2020,2020-07-17 00:00:00.000
Biobío,18-jul,9283,150,110,2045,7128,180.0,0.0,18-07-2020,2020-07-18 00:00:00.000
Biobío,19-jul,9424,141,110,2055,7259,131.0,0.0,19-07-2020,2020-07-19 00:00:00.000
Biobío,20-jul,9572,148,110,2009,7453,194.0,0.0,20-07-2020,2020-07-20 00:00:00.000
Biobío,21-jul,9677,105,110,1959,7608,155.0,0.0,21-07-2020,2020-07-21 00:00:00.000
Biobío,22-jul,9793,116,110,1973,7710,102.0,0.0,22-07-2020,2020-07-22 00:00:00.000
Biobío,23-jul,9963,170,110,2040,7813,103.0,0.0,23-07-2020,2020-07-23 00:00:00.000
Biobío,24-jul,10144,181,110,2057,7977,164.0,0.0,24-07-2020,2020-07-24 00:00:00.000
Biobío,25-jul,10327,183,111,2068,8148,171.0,1.0,25-07-2020,2020-07-25 00:00:00.000
Biobío,26-jul,10509,182,112,2105,8292,144.0,1.0,26-07-2020,2020-07-26 00:00:00.000
Biobío,27-jul,10654,145,113,2085,8456,164.0,1.0,27-07-2020,2020-07-27 00:00:00.000
Biobío,28-jul,10793,139,114,2093,8586,130.0,1.0,28-07-2020,2020-07-28 00:00:00.000
Biobío,29-jul,10936,143,118,2141,8677,91.0,4.0,29-07-2020,2020-07-29 00:00:00.000
Biobío,30-jul,11089,153,121,2179,8789,112.0,3.0,30-07-2020,2020-07-30 00:00:00.000
Biobío,31-jul,11266,177,126,2163,8977,188.0,5.0,31-07-2020,2020-07-31 00:00:00.000
Biobío,1-ago,11440,174,127,2180,9133,156.0,1.0,1-08-2020,2020-08-01 00:00:00.000
Biobío,2-ago,11622,182,127,2212,9283,150.0,0.0,2-08-2020,2020-08-02 00:00:00.000
Biobío,3-ago,11767,145,131,2212,9424,141.0,4.0,3-08-2020,2020-08-03 00:00:00.000
Biobío,4-ago,11888,121,132,2184,9572,148.0,1.0,4-08-2020,2020-08-04 00:00:00.000
Biobío,5-ago,12040,152,134,2229,9677,105.0,2.0,5-08-2020,2020-08-05 00:00:00.000
Biobío,6-ago,12219,179,134,2292,9793,116.0,0.0,6-08-2020,2020-08-06 00:00:00.000
Biobío,7-ago,12446,227,135,2348,9963,170.0,1.0,7-08-2020,2020-08-07 00:00:00.000
Biobío,8-ago,12621,175,138,2339,10144,181.0,3.0,8-08-2020,2020-08-08 00:00:00.000
Biobío,9-ago,12832,211,142,2363,10327,183.0,4.0,9-08-2020,2020-08-09 00:00:00.000
Biobío,10-ago,12962,130,143,2310,10509,182.0,1.0,10-08-2020,2020-08-10 00:00:00.000
Biobío,11-ago,13115,153,147,2315,10654,145.0,4.0,11-08-2020,2020-08-11 00:00:00.000
Biobío,12-ago,13202,87,149,2261,10793,139.0,2.0,12-08-2020,2020-08-12 00:00:00.000
Biobío,13-ago,13424,222,156,2333,10936,143.0,7.0,13-08-2020,2020-08-13 00:00:00.000
Biobío,14-ago,13624,200,158,2380,11089,153.0,2.0,14-08-2020,2020-08-14 00:00:00.000
Biobío,15-ago,13782,158,160,2357,11266,177.0,2.0,15-08-2020,2020-08-15 00:00:00.000
Biobío,16-ago,13991,209,161,2391,11440,174.0,1.0,16-08-2020,2020-08-16 00:00:00.000
Biobío,17-ago,14188,197,164,2403,11622,182.0,3.0,17-08-2020,2020-08-17 00:00:00.000
Biobío,18-ago,14303,115,165,2372,11767,145.0,1.0,18-08-2020,2020-08-18 00:00:00.000
Biobío,19-ago,14439,136,168,2384,11888,121.0,3.0,19-08-2020,2020-08-19 00:00:00.000
Biobío,20-ago,14688,249,172,2477,12040,152.0,4.0,20-08-2020,2020-08-20 00:00:00.000
Biobío,21-ago,14934,246,174,2542,12219,179.0,2.0,21-08-2020,2020-08-21 00:00:00.000
Biobío,22-ago,15152,218,176,2531,12446,227.0,2.0,22-08-2020,2020-08-22 00:00:00.000
Biobío,23-ago,15434,282,184,2630,12621,175.0,8.0,23-08-2020,2020-08-23 00:00:00.000
Biobío,24-ago,15694,260,192,2671,12832,211.0,8.0,24-08-2020,2020-08-24 00:00:00.000
Biobío,25-ago,15842,148,194,2686,12962,130.0,2.0,25-08-2020,2020-08-25 00:00:00.000
Biobío,26-ago,15982,140,195,2672,13115,153.0,1.0,26-08-2020,2020-08-26 00:00:00.000
Biobío,27-ago,16317,335,203,2912,13202,87.0,8.0,27-08-2020,2020-08-27 00:00:00.000
Coquimbo,3-mar,0,0,0,0,0,0.0,0.0,3-03-2020,2020-03-03 00:00:00.000
Coquimbo,4-mar,0,0,0,0,0,0.0,0.0,4-03-2020,2020-03-04 00:00:00.000
Coquimbo,5-mar,0,0,0,0,0,0.0,0.0,5-03-2020,2020-03-05 00:00:00.000
Coquimbo,6-mar,0,0,0,0,0,0.0,0.0,6-03-2020,2020-03-06 00:00:00.000
Coquimbo,7-mar,0,0,0,0,0,0.0,0.0,7-03-2020,2020-03-07 00:00:00.000
Coquimbo,8-mar,0,0,0,0,0,0.0,0.0,8-03-2020,2020-03-08 00:00:00.000
Coquimbo,9-mar,0,0,0,0,0,0.0,0.0,9-03-2020,2020-03-09 00:00:00.000
Coquimbo,10-mar,0,0,0,0,0,0.0,0.0,10-03-2020,2020-03-10 00:00:00.000
Coquimbo,11-mar,0,0,0,0,0,0.0,0.0,11-03-2020,2020-03-11 00:00:00.000
Coquimbo,12-mar,0,0,0,0,0,0.0,0.0,12-03-2020,2020-03-12 00:00:00.000
Coquimbo,13-mar,0,0,0,0,0,0.0,0.0,13-03-2020,2020-03-13 00:00:00.000
Coquimbo,14-mar,0,0,0,0,0,0.0,0.0,14-03-2020,2020-03-14 00:00:00.000
Coquimbo,15-mar,0,0,0,0,0,0.0,0.0,15-03-2020,2020-03-15 00:00:00.000
Coquimbo,16-mar,0,0,0,0,0,0.0,0.0,16-03-2020,2020-03-16 00:00:00.000
Coquimbo,17-mar,0,0,0,0,0,0.0,0.0,17-03-2020,2020-03-17 00:00:00.000
Coquimbo,18-mar,0,0,0,0,0,0.0,0.0,18-03-2020,2020-03-18 00:00:00.000
Coquimbo,19-mar,2,2,0,2,0,0.0,0.0,19-03-2020,2020-03-19 00:00:00.000
Coquimbo,20-mar,3,1,0,3,0,0.0,0.0,20-03-2020,2020-03-20 00:00:00.000
Coquimbo,21-mar,3,0,0,3,0,0.0,0.0,21-03-2020,2020-03-21 00:00:00.000
Coquimbo,22-mar,5,2,0,5,0,0.0,0.0,22-03-2020,2020-03-22 00:00:00.000
Coquimbo,23-mar,6,1,0,6,0,0.0,0.0,23-03-2020,2020-03-23 00:00:00.000
Coquimbo,24-mar,11,5,0,11,0,0.0,0.0,24-03-2020,2020-03-24 00:00:00.000
Coquimbo,25-mar,12,1,0,12,0,0.0,0.0,25-03-2020,2020-03-25 00:00:00.000
Coquimbo,26-mar,13,1,0,13,0,0.0,0.0,26-03-2020,2020-03-26 00:00:00.000
Coquimbo,27-mar,14,1,0,14,0,0.0,0.0,27-03-2020,2020-03-27 00:00:00.000
Coquimbo,28-mar,16,2,0,16,0,0.0,0.0,28-03-2020,2020-03-28 00:00:00.000
Coquimbo,29-mar,18,2,0,18,0,0.0,0.0,29-03-2020,2020-03-29 00:00:00.000
Coquimbo,30-mar,25,7,0,25,0,0.0,0.0,30-03-2020,2020-03-30 00:00:00.000
Coquimbo,31-mar,26,1,0,26,0,0.0,0.0,31-03-2020,2020-03-31 00:00:00.000
Coquimbo,1-abr,28,2,0,28,0,0.0,0.0,1-04-2020,2020-04-01 00:00:00.000
Coquimbo,2-abr,32,4,0,32,0,0.0,0.0,2-04-2020,2020-04-02 00:00:00.000
Coquimbo,3-abr,33,1,0,31,2,2.0,0.0,3-04-2020,2020-04-03 00:00:00.000
Coquimbo,4-abr,44,11,0,41,3,1.0,0.0,4-04-2020,2020-04-04 00:00:00.000
Coquimbo,5-abr,50,6,0,47,3,0.0,0.0,5-04-2020,2020-04-05 00:00:00.000
Coquimbo,6-abr,50,0,0,45,5,2.0,0.0,6-04-2020,2020-04-06 00:00:00.000
Coquimbo,7-abr,52,2,0,46,6,1.0,0.0,7-04-2020,2020-04-07 00:00:00.000
Coquimbo,8-abr,55,3,0,44,11,5.0,0.0,8-04-2020,2020-04-08 00:00:00.000
Coquimbo,9-abr,60,5,0,48,12,1.0,0.0,9-04-2020,2020-04-09 00:00:00.000
Coquimbo,10-abr,60,0,0,47,13,1.0,0.0,10-04-2020,2020-04-10 00:00:00.000
Coquimbo,11-abr,63,3,0,49,14,1.0,0.0,11-04-2020,2020-04-11 00:00:00.000
Coquimbo,12-abr,65,2,0,49,16,2.0,0.0,12-04-2020,2020-04-12 00:00:00.000
Coquimbo,13-abr,65,0,0,47,18,2.0,0.0,13-04-2020,2020-04-13 00:00:00.000
Coquimbo,14-abr,65,0,0,40,25,7.0,0.0,14-04-2020,2020-04-14 00:00:00.000
Coquimbo,15-abr,65,0,0,39,26,1.0,0.0,15-04-2020,2020-04-15 00:00:00.000
Coquimbo,16-abr,67,2,0,39,28,2.0,0.0,16-04-2020,2020-04-16 00:00:00.000
Coquimbo,17-abr,67,0,0,35,32,4.0,0.0,17-04-2020,2020-04-17 00:00:00.000
Coquimbo,18-abr,68,1,0,35,33,1.0,0.0,18-04-2020,2020-04-18 00:00:00.000
Coquimbo,19-abr,72,4,0,28,44,11.0,0.0,19-04-2020,2020-04-19 00:00:00.000
Coquimbo,20-abr,75,3,0,25,50,6.0,0.0,20-04-2020,2020-04-20 00:00:00.000
Coquimbo,21-abr,75,0,2,24,50,0.0,2.0,21-04-2020,2020-04-21 00:00:00.000
Coquimbo,22-abr,77,2,8,19,52,2.0,6.0,22-04-2020,2020-04-22 00:00:00.000
Coquimbo,23-abr,77,0,8,16,55,3.0,0.0,23-04-2020,2020-04-23 00:00:00.000
Coquimbo,24-abr,79,2,8,14,60,5.0,0.0,24-04-2020,2020-04-24 00:00:00.000
Coquimbo,25-abr,81,2,8,16,60,0.0,0.0,25-04-2020,2020-04-25 00:00:00.000
Coquimbo,26-abr,81,0,8,13,63,3.0,0.0,26-04-2020,2020-04-26 00:00:00.000
Coquimbo,27-abr,82,1,8,12,65,2.0,0.0,27-04-2020,2020-04-27 00:00:00.000
Coquimbo,28-abr,82,0,8,12,65,0.0,0.0,28-04-2020,2020-04-28 00:00:00.000
Coquimbo,29-abr,84,2,8,13,65,0.0,0.0,29-04-2020,2020-04-29 00:00:00.000
Coquimbo,30-abr,84,0,8,13,65,0.0,0.0,30-04-2020,2020-04-30 00:00:00.000
Coquimbo,1-may,85,1,8,12,67,2.0,0.0,1-05-2020,2020-05-01 00:00:00.000
Coquimbo,2-may,86,1,8,13,67,0.0,0.0,2-05-2020,2020-05-02 00:00:00.000
Coquimbo,3-may,96,10,8,22,68,1.0,0.0,3-05-2020,2020-05-03 00:00:00.000
Coquimbo,4-may,99,3,8,21,72,4.0,0.0,4-05-2020,2020-05-04 00:00:00.000
Coquimbo,5-may,105,6,8,24,75,3.0,0.0,5-05-2020,2020-05-05 00:00:00.000
Coquimbo,6-may,105,0,8,24,75,0.0,0.0,6-05-2020,2020-05-06 00:00:00.000
Coquimbo,7-may,108,3,8,25,77,2.0,0.0,7-05-2020,2020-05-07 00:00:00.000
Coquimbo,8-may,119,11,8,36,77,0.0,0.0,8-05-2020,2020-05-08 00:00:00.000
Coquimbo,9-may,137,18,8,52,79,2.0,0.0,9-05-2020,2020-05-09 00:00:00.000
Coquimbo,10-may,143,6,9,55,81,2.0,1.0,10-05-2020,2020-05-10 00:00:00.000
Coquimbo,11-may,148,5,9,59,81,0.0,0.0,11-05-2020,2020-05-11 00:00:00.000
Coquimbo,12-may,156,8,9,66,82,1.0,0.0,12-05-2020,2020-05-12 00:00:00.000
Coquimbo,13-may,161,5,9,71,82,0.0,0.0,13-05-2020,2020-05-13 00:00:00.000
Coquimbo,14-may,173,12,9,81,84,2.0,0.0,14-05-2020,2020-05-14 00:00:00.000
Coquimbo,15-may,188,15,9,96,84,0.0,0.0,15-05-2020,2020-05-15 00:00:00.000
Coquimbo,16-may,195,7,10,101,85,1.0,1.0,16-05-2020,2020-05-16 00:00:00.000
Coquimbo,17-may,202,7,12,105,86,1.0,2.0,17-05-2020,2020-05-17 00:00:00.000
Coquimbo,18-may,220,18,12,113,96,10.0,0.0,18-05-2020,2020-05-18 00:00:00.000
Coquimbo,19-may,247,27,12,137,99,3.0,0.0,19-05-2020,2020-05-19 00:00:00.000
Coquimbo,20-may,271,24,12,155,105,6.0,0.0,20-05-2020,2020-05-20 00:00:00.000
Coquimbo,21-may,276,5,12,160,105,0.0,0.0,21-05-2020,2020-05-21 00:00:00.000
Coquimbo,22-may,289,13,12,170,108,3.0,0.0,22-05-2020,2020-05-22 00:00:00.000
Coquimbo,23-may,302,13,12,172,119,11.0,0.0,23-05-2020,2020-05-23 00:00:00.000
Coquimbo,24-may,331,29,12,183,137,18.0,0.0,24-05-2020,2020-05-24 00:00:00.000
Coquimbo,25-may,346,15,12,192,143,6.0,0.0,25-05-2020,2020-05-25 00:00:00.000
Coquimbo,26-may,392,46,12,233,148,5.0,0.0,26-05-2020,2020-05-26 00:00:00.000
Coquimbo,27-may,463,71,12,296,156,8.0,0.0,27-05-2020,2020-05-27 00:00:00.000
Coquimbo,28-may,490,27,12,318,161,5.0,0.0,28-05-2020,2020-05-28 00:00:00.000
Coquimbo,29-may,545,55,12,361,173,12.0,0.0,29-05-2020,2020-05-29 00:00:00.000
Coquimbo,30-may,605,60,12,405,188,15.0,0.0,30-05-2020,2020-05-30 00:00:00.000
Coquimbo,31-may,636,31,12,429,195,7.0,0.0,31-05-2020,2020-05-31 00:00:00.000
Coquimbo,1-jun,676,40,13,461,202,7.0,1.0,1-06-2020,2020-06-01 00:00:00.000
Coquimbo,2-jun,695,19,13,462,220,18.0,0.0,2-06-2020,2020-06-02 00:00:00.000
Coquimbo,3-jun,726,31,15,464,247,27.0,2.0,3-06-2020,2020-06-03 00:00:00.000
Coquimbo,4-jun,780,54,15,494,271,24.0,0.0,4-06-2020,2020-06-04 00:00:00.000
Coquimbo,5-jun,840,60,17,547,276,5.0,2.0,5-06-2020,2020-06-05 00:00:00.000
Coquimbo,6-jun,906,66,17,600,289,13.0,0.0,6-06-2020,2020-06-06 00:00:00.000
Coquimbo,7-jun,998,92,17,679,302,13.0,0.0,7-06-2020,2020-06-07 00:00:00.000
Coquimbo,8-jun,1131,133,18,782,331,29.0,1.0,8-06-2020,2020-06-08 00:00:00.000
Coquimbo,9-jun,1183,52,18,819,346,15.0,0.0,9-06-2020,2020-06-09 00:00:00.000
Coquimbo,10-jun,1437,254,20,1025,392,46.0,2.0,10-06-2020,2020-06-10 00:00:00.000
Coquimbo,11-jun,1526,89,23,1040,463,71.0,3.0,11-06-2020,2020-06-11 00:00:00.000
Coquimbo,12-jun,1619,93,23,1106,490,27.0,0.0,12-06-2020,2020-06-12 00:00:00.000
Coquimbo,13-jun,1693,74,24,1124,545,55.0,1.0,13-06-2020,2020-06-13 00:00:00.000
Coquimbo,14-jun,1737,44,26,1106,605,60.0,2.0,14-06-2020,2020-06-14 00:00:00.000
Coquimbo,15-jun,1857,120,26,1195,636,31.0,0.0,15-06-2020,2020-06-15 00:00:00.000
Coquimbo,16-jun,1901,44,26,1199,676,40.0,0.0,16-06-2020,2020-06-16 00:00:00.000
Coquimbo,17-jun,1988,87,26,1267,695,19.0,0.0,17-06-2020,2020-06-17 00:00:00.000
Coquimbo,18-jun,2084,96,26,1332,726,31.0,0.0,18-06-2020,2020-06-18 00:00:00.000
Coquimbo,19-jun,2203,119,26,1397,780,54.0,0.0,19-06-2020,2020-06-19 00:00:00.000
Coquimbo,20-jun,2281,78,26,1415,840,60.0,0.0,20-06-2020,2020-06-20 00:00:00.000
Coquimbo,21-jun,2367,86,27,1434,906,66.0,1.0,21-06-2020,2020-06-21 00:00:00.000
Coquimbo,22-jun,2436,69,27,1411,998,92.0,0.0,22-06-2020,2020-06-22 00:00:00.000
Coquimbo,23-jun,2493,57,27,1335,1131,133.0,0.0,23-06-2020,2020-06-23 00:00:00.000
Coquimbo,24-jun,2547,54,28,1336,1183,52.0,1.0,24-06-2020,2020-06-24 00:00:00.000
Coquimbo,25-jun,2645,98,32,1176,1437,254.0,4.0,25-06-2020,2020-06-25 00:00:00.000
Coquimbo,26-jun,2713,68,33,1154,1526,89.0,1.0,26-06-2020,2020-06-26 00:00:00.000
Coquimbo,27-jun,2788,75,33,1136,1619,93.0,0.0,27-06-2020,2020-06-27 00:00:00.000
Coquimbo,28-jun,2864,76,33,1138,1693,74.0,0.0,28-06-2020,2020-06-28 00:00:00.000
Coquimbo,29-jun,2968,104,33,1198,1737,44.0,0.0,29-06-2020,2020-06-29 00:00:00.000
Coquimbo,30-jun,3057,89,33,1167,1857,120.0,0.0,30-06-2020,2020-06-30 00:00:00.000
Coquimbo,1-jul,3126,69,33,1192,1901,44.0,0.0,1-07-2020,2020-07-01 00:00:00.000
Coquimbo,2-jul,3177,51,34,1155,1988,87.0,1.0,2-07-2020,2020-07-02 00:00:00.000
Coquimbo,3-jul,3231,54,34,1113,2084,96.0,0.0,3-07-2020,2020-07-03 00:00:00.000
Coquimbo,4-jul,3340,109,36,1101,2203,119.0,2.0,4-07-2020,2020-07-04 00:00:00.000
Coquimbo,5-jul,3441,101,36,1124,2281,78.0,0.0,5-07-2020,2020-07-05 00:00:00.000
Coquimbo,6-jul,3552,111,36,1149,2367,86.0,0.0,6-07-2020,2020-07-06 00:00:00.000
Coquimbo,7-jul,3628,76,36,1156,2436,69.0,0.0,7-07-2020,2020-07-07 00:00:00.000
Coquimbo,8-jul,3695,67,37,1165,2493,57.0,1.0,8-07-2020,2020-07-08 00:00:00.000
Coquimbo,9-jul,3786,91,40,1199,2547,54.0,3.0,9-07-2020,2020-07-09 00:00:00.000
Coquimbo,10-jul,3925,139,40,1240,2645,98.0,0.0,10-07-2020,2020-07-10 00:00:00.000
Coquimbo,11-jul,4033,108,42,1278,2713,68.0,2.0,11-07-2020,2020-07-11 00:00:00.000
Coquimbo,12-jul,4110,77,45,1277,2788,75.0,3.0,12-07-2020,2020-07-12 00:00:00.000
Coquimbo,13-jul,4173,63,45,1264,2864,76.0,0.0,13-07-2020,2020-07-13 00:00:00.000
Coquimbo,14-jul,4186,13,45,1173,2968,104.0,0.0,14-07-2020,2020-07-14 00:00:00.000
Coquimbo,15-jul,4284,98,54,1173,3057,89.0,9.0,15-07-2020,2020-07-15 00:00:00.000
Coquimbo,16-jul,4358,74,54,1178,3126,69.0,0.0,16-07-2020,2020-07-16 00:00:00.000
Coquimbo,17-jul,4483,125,61,1245,3177,51.0,7.0,17-07-2020,2020-07-17 00:00:00.000
Coquimbo,18-jul,4570,87,63,1276,3231,54.0,2.0,18-07-2020,2020-07-18 00:00:00.000
Coquimbo,19-jul,4728,158,63,1325,3340,109.0,0.0,19-07-2020,2020-07-19 00:00:00.000
Coquimbo,20-jul,4854,126,63,1350,3441,101.0,0.0,20-07-2020,2020-07-20 00:00:00.000
Coquimbo,21-jul,4925,71,63,1310,3552,111.0,0.0,21-07-2020,2020-07-21 00:00:00.000
Coquimbo,22-jul,4993,68,63,1302,3628,76.0,0.0,22-07-2020,2020-07-22 00:00:00.000
Coquimbo,23-jul,5138,145,63,1380,3695,67.0,0.0,23-07-2020,2020-07-23 00:00:00.000
Coquimbo,24-jul,5290,152,64,1440,3786,91.0,1.0,24-07-2020,2020-07-24 00:00:00.000
Coquimbo,25-jul,5451,161,66,1460,3925,139.0,2.0,25-07-2020,2020-07-25 00:00:00.000
Coquimbo,26-jul,5612,161,66,1513,4033,108.0,0.0,26-07-2020,2020-07-26 00:00:00.000
Coquimbo,27-jul,5736,124,67,1559,4110,77.0,1.0,27-07-2020,2020-07-27 00:00:00.000
Coquimbo,28-jul,5841,105,67,1601,4173,63.0,0.0,28-07-2020,2020-07-28 00:00:00.000
Coquimbo,29-jul,5982,141,67,1729,4186,13.0,0.0,29-07-2020,2020-07-29 00:00:00.000
Coquimbo,30-jul,6086,104,70,1732,4284,98.0,3.0,30-07-2020,2020-07-30 00:00:00.000
Coquimbo,31-jul,6259,173,73,1828,4358,74.0,3.0,31-07-2020,2020-07-31 00:00:00.000
Coquimbo,1-ago,6347,88,78,1786,4483,125.0,5.0,1-08-2020,2020-08-01 00:00:00.000
Coquimbo,2-ago,6475,128,78,1827,4570,87.0,0.0,2-08-2020,2020-08-02 00:00:00.000
Coquimbo,3-ago,6557,82,79,1750,4728,158.0,1.0,3-08-2020,2020-08-03 00:00:00.000
Coquimbo,4-ago,6665,108,79,1732,4854,126.0,0.0,4-08-2020,2020-08-04 00:00:00.000
Coquimbo,5-ago,6746,81,80,1741,4925,71.0,1.0,5-08-2020,2020-08-05 00:00:00.000
Coquimbo,6-ago,6875,129,80,1802,4993,68.0,0.0,6-08-2020,2020-08-06 00:00:00.000
Coquimbo,7-ago,6989,114,82,1769,5138,145.0,2.0,7-08-2020,2020-08-07 00:00:00.000
Coquimbo,8-ago,7084,95,85,1709,5290,152.0,3.0,8-08-2020,2020-08-08 00:00:00.000
Coquimbo,9-ago,7230,146,87,1692,5451,161.0,2.0,9-08-2020,2020-08-09 00:00:00.000
Coquimbo,10-ago,7364,134,89,1663,5612,161.0,2.0,10-08-2020,2020-08-10 00:00:00.000
Coquimbo,11-ago,7465,101,92,1637,5736,124.0,3.0,11-08-2020,2020-08-11 00:00:00.000
Coquimbo,12-ago,7546,81,92,1613,5841,105.0,0.0,12-08-2020,2020-08-12 00:00:00.000
Coquimbo,13-ago,7692,146,101,1609,5982,141.0,9.0,13-08-2020,2020-08-13 00:00:00.000
Coquimbo,14-ago,7803,111,102,1615,6086,104.0,1.0,14-08-2020,2020-08-14 00:00:00.000
Coquimbo,15-ago,7978,175,103,1616,6259,173.0,1.0,15-08-2020,2020-08-15 00:00:00.000
Coquimbo,16-ago,8126,148,106,1673,6347,88.0,3.0,16-08-2020,2020-08-16 00:00:00.000
Coquimbo,17-ago,8227,101,108,1644,6475,128.0,2.0,17-08-2020,2020-08-17 00:00:00.000
Coquimbo,18-ago,8346,119,109,1680,6557,82.0,1.0,18-08-2020,2020-08-18 00:00:00.000
Coquimbo,19-ago,8440,94,109,1666,6665,108.0,0.0,19-08-2020,2020-08-19 00:00:00.000
Coquimbo,20-ago,8549,109,114,1689,6746,81.0,5.0,20-08-2020,2020-08-20 00:00:00.000
Coquimbo,21-ago,8654,105,117,1662,6875,129.0,3.0,21-08-2020,2020-08-21 00:00:00.000
Coquimbo,22-ago,8811,157,120,1702,6989,114.0,3.0,22-08-2020,2020-08-22 00:00:00.000
Coquimbo,23-ago,9008,197,124,1800,7084,95.0,4.0,23-08-2020,2020-08-23 00:00:00.000
